[cs=0, path=0]
  179.000000, 32.067956
[cs=0, path=6]
  -132.000000, -69.044788
  -131.000000, -69.193383
  -130.000000, -69.314614
  -129.000000, -69.411948
  -128.000000, -69.485269
  -127.000000, -69.533097
  -126.000000, -69.557677
  -125.000000, -69.564430
  -124.000000, -69.556546
  -123.000000, -69.533567
  -122.000000, -69.495638
  -121.000000, -69.445488
  -120.000000, -69.385561
  -119.000000, -69.317062
  -118.000000, -69.243301
  -117.000000, -69.170798
  -116.000000, -69.105373
  -115.000000, -69.049113
  -114.000000, -69.001445
  -113.965460, -69.000000
  -113.000000, -68.948568
  -112.000000, -68.899988
  -111.000000, -68.849708
  -110.000000, -68.794654
  -109.000000, -68.736471
  -108.000000, -68.677668
  -107.000000, -68.616808
  -106.000000, -68.547161
  -105.000000, -68.458498
  -104.000000, -68.340259
  -103.000000, -68.185672
  -102.023518, -68.000000
  -102.000000, -67.991803
  -101.000000, -67.604627
  -100.000000, -67.180152
  -99.523526, -67.000000
  -99.000000, -66.502664
  -98.200732, -66.000000
  -98.000000, -65.731561
  -97.124835, -65.000000
  -97.000000, -64.899107
  -96.193616, -64.000000
  -96.000000, -63.712289
  -95.710711, -63.000000
  -95.786221, -62.000000
  -96.000000, -61.770336
  -96.861889, -61.000000
  -97.000000, -60.954936
  -98.000000, -60.761634
  -99.000000, -60.719015
  -100.000000, -60.785421
  -101.000000, -60.911017
  -101.591088, -61.000000
  -102.000000, -61.086565
  -103.000000, -61.300574
  -104.000000, -61.494987
  -105.000000, -61.662537
  -106.000000, -61.802703
  -107.000000, -61.922785
  -107.833488, -62.000000
  -108.000000, -62.017714
  -109.000000, -62.077094
  -110.000000, -62.096790
  -111.000000, -62.098732
  -112.000000, -62.101067
  -113.000000, -62.129429
  -114.000000, -62.199796
  -115.000000, -62.303014
  -116.000000, -62.427999
  -117.000000, -62.568190
  -118.000000, -62.714532
  -119.000000, -62.861261
  -119.962166, -63.000000
  -120.000000, -63.008939
  -121.000000, -63.236541
  -122.000000, -63.445337
  -123.000000, -63.643710
  -124.000000, -63.831320
  -125.000000, -63.994816
  -125.040206, -64.000000
  -126.000000, -64.111233
  -127.000000, -64.183272
  -128.000000, -64.202664
  -129.000000, -64.172447
